City,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
innisfail,-17.5333,146.0333,76.26,90,100,3.02,AU,1618901998
beyneu,45.3167,55.2,60.57,45,83,16.49,KZ,1618902002
gasa,31.5,34.4667,84.99,32,100,8.97,PS,1618902008
poum,-20.2333,164.0167,78.53,77,18,20.6,NC,1618902013
sinnamary,5.3833,-52.95,75.31,90,99,8.37,GF,1618902016
juneau,58.3019,-134.4197,45.0,70,20,2.98,US,1618902020
nahavand,34.1885,48.377,73.09,22,99,2.44,IR,1618901955
kota kinabalu,5.9749,116.0724,89.6,66,20,5.75,MY,1618902030
kualakapuas,-3.0091,114.3876,91.4,55,40,5.75,ID,1618902037
dukat,62.55,155.55,28.87,80,100,17.45,RU,1618902041
marsa matruh,31.3525,27.2453,64.4,63,0,16.11,EG,1618902044
puerto escondido,15.85,-97.0667,77.4,70,43,4.29,MX,1618902048
ayr,55.4627,-4.6339,46.0,81,0,3.44,GB,1618902051
bitkine,11.9801,18.2138,95.49,8,99,2.93,TD,1618902055
brigantine,39.4101,-74.3646,50.0,93,1,4.61,US,1618902058
nizhniy chir,48.3597,43.0865,53.53,94,100,9.15,RU,1618902062
norman wells,65.282,-126.8329,30.2,69,1,2.3,CA,1618902065
saint-pierre,-21.3393,55.4781,80.6,83,75,12.66,RE,1618902069
beloha,-25.1667,45.05,78.78,47,0,14.5,MG,1618902072
birao,10.2849,22.7882,97.12,23,21,9.64,CF,1618902079
egvekinot,66.3167,-179.1667,16.45,84,8,2.26,RU,1618902083
northam,51.0333,-4.2167,46.99,81,100,3.44,GB,1618902086
liancheng,24.0519,105.075,84.83,26,0,12.28,CN,1618902090
dicabisagan,17.0818,122.4157,76.59,93,100,18.32,PH,1618902094
kushima,31.4583,131.2333,75.2,56,20,9.22,JP,1618902097
qaqortoq,60.7167,-46.0333,28.4,64,99,5.75,GL,1618902101
sangar,63.9242,127.4739,22.06,83,100,12.75,RU,1618902104
saint pete beach,27.7253,-82.7412,69.01,69,100,1.01,US,1618902015
kolosovka,56.4678,73.611,30.42,31,22,12.66,RU,1618902111
novopokrovskaya,45.9514,40.7006,55.0,95,99,9.42,RU,1618902115
bubaque,11.2833,-15.8333,78.58,67,96,10.89,GW,1618902118
vieste,41.8825,16.175,46.4,93,20,4.61,IT,1618902122
gravdal,68.1214,13.5031,50.0,50,0,3.44,NO,1618902129
berlevag,70.8578,29.0864,46.4,53,0,6.91,NO,1618902132
necochea,-38.5473,-58.7368,61.0,93,9,5.01,AR,1618901910
aubenas,44.6201,4.3899,46.99,76,0,2.13,FR,1618902139
moerai,-22.4333,-151.3333,77.23,62,70,15.77,PF,1618902143
tarnogskiy gorodok,60.4997,43.5761,45.48,36,0,7.63,RU,1618902146
rawson,-43.3002,-65.1023,61.74,70,100,15.84,AR,1618902150
talaya,61.3833,152.75,33.91,78,70,19.69,RU,1618902153
nadym,65.5333,72.5167,28.22,88,90,23.8,RU,1618902000
pathein,16.7833,94.7333,96.48,33,0,14.88,MM,1618902160
shujalpur,23.4,76.7167,98.6,18,99,13.8,IN,1618902170
panzhihua,26.5851,101.7128,91.49,16,13,0.92,CN,1618902174
tomatlan,19.9333,-105.25,64.74,83,77,3.0,MX,1618902177
fairbanks,64.8378,-147.7164,42.8,56,20,2.17,US,1618902009
woodward,36.4337,-99.3904,35.01,74,90,21.85,US,1618902184
gat,31.61,34.7642,86.0,31,100,1.01,IL,1618902188
healdsburg,38.6105,-122.8692,52.0,81,1,3.44,US,1618902191
cooma,-36.2333,149.1333,57.2,44,90,14.97,AU,1618902195
rio grande,-32.035,-52.0986,66.99,86,47,16.15,BR,1618902018
bure,10.7,37.0667,78.03,24,69,4.34,ET,1618902205
sao gabriel da cachoeira,-0.1303,-67.0892,71.87,99,100,1.57,BR,1618902209
bose,45.4612,8.0137,55.0,47,15,1.21,IT,1618902213
el real de santa maria,8.109,-77.7325,74.48,99,100,0.43,PA,1618902216
evensk,61.95,159.2333,34.63,86,85,11.16,RU,1618902220
tarbagatay,51.4803,107.3602,57.2,30,100,8.95,RU,1618902223
chernukha,55.5974,43.7556,45.59,46,100,15.66,RU,1618902227
arua,3.0201,30.9111,70.36,80,100,6.51,UG,1618902234
port lincoln,-34.7333,135.8667,58.32,52,6,13.18,AU,1618902237
mwense,-10.3845,28.698,70.77,70,100,7.52,ZM,1618902241
calama,-22.4667,-68.9333,42.8,36,0,16.11,CL,1618902244
zambezi,-13.5432,23.1047,67.82,60,39,9.66,ZM,1618902248
sibut,5.718,19.0739,82.83,59,98,8.57,CF,1618902251
hudiksvall,61.729,17.1036,48.88,53,81,4.07,SE,1618902258
penzance,50.1186,-5.5371,48.2,87,0,8.05,GB,1618902262
namtsy,62.7161,129.6658,28.4,40,0,11.18,RU,1618902265
yulara,-25.2406,130.9889,78.8,17,0,5.75,AU,1618902269
opuwo,-18.0607,13.84,69.66,35,0,15.97,NA,1618902272
luxor,25.6989,32.6421,89.6,19,0,3.44,EG,1618902276
kungurtug,50.5994,97.5228,49.15,56,100,7.9,RU,1618902279
kidal,18.4411,1.4078,83.08,8,6,9.78,ML,1618902283
sao felix do xingu,-6.6447,-51.995,71.2,99,100,1.5,BR,1618902286
nguruka,-5.1092,31.0419,71.1,77,100,7.63,TZ,1618902290
birjand,32.8663,59.2211,75.2,15,0,11.5,IR,1618902293
kashi,39.4547,75.9797,68.0,24,20,6.71,CN,1618902297
fort nelson,58.8053,-122.7002,48.2,34,40,5.75,CA,1618902007
podgornoye,51.735,39.1496,42.8,93,75,13.42,RU,1618902304
sorong,-0.8833,131.25,82.04,75,100,8.16,ID,1618902307
azare,11.6765,10.1948,86.18,36,17,10.98,NG,1618902311
ures,29.4333,-110.4,69.01,31,0,0.58,MX,1618902314
uglovskoye,51.3557,80.1942,34.14,25,59,12.53,RU,1618902318
beringovskiy,63.05,179.3167,18.5,94,8,4.32,RU,1618902321
awbari,26.5921,12.7805,67.69,40,37,19.39,LY,1618902325
truth or consequences,33.1284,-107.2528,55.4,26,1,4.61,US,1618902328
xapuri,-10.6517,-68.5044,71.2,99,31,2.42,BR,1618902332
general roca,-39.0333,-67.5833,60.8,94,0,12.33,AR,1618902336
kargasok,59.0556,80.8572,23.25,59,100,11.81,RU,1618902339
kapit,2.0167,112.9333,82.74,75,100,4.16,MY,1618902343
hauterive,46.0901,3.4459,44.01,65,0,3.44,FR,1618902346
batticaloa,7.7102,81.6924,86.45,64,10,8.23,LK,1618902350
loukhi,66.0764,33.0381,44.29,77,100,7.45,RU,1618902353
itarema,-2.9248,-39.9167,73.58,93,54,4.23,BR,1618902360
bosaso,11.2842,49.1816,82.4,89,40,11.5,SO,1618902367
xining,36.6167,101.7667,53.01,36,100,3.53,CN,1618902371
mersing,2.4312,103.8405,87.8,79,40,8.05,MY,1618902374
lere,10.387,8.5726,80.1,54,67,8.3,NG,1618902377
demba,-5.51,22.2667,69.58,97,100,0.56,CD,1618902381
mirnyy,62.5353,113.9611,28.26,61,100,13.4,RU,1618902385
zhigansk,66.7697,123.3711,17.49,76,97,15.41,RU,1618902388
sayanogorsk,53.0875,91.3997,36.37,25,100,10.92,RU,1618902392
pundaguitan,6.3711,126.1689,85.41,66,100,5.73,PH,1618902395
koshurnikovo,54.1667,93.3,23.85,59,100,8.19,RU,1618902402
raudeberg,61.9875,5.1352,55.4,53,75,25.32,NO,1618902409
verkhniy ufaley,56.0567,60.2306,41.63,33,29,7.11,RU,1618902413
praia,14.9215,-23.5087,69.8,73,20,18.41,CV,1618902416
yerofey pavlovich,53.9667,121.9667,46.65,27,98,5.77,RU,1618902420
garden city,42.3256,-83.331,43.0,56,90,10.36,US,1618902263
suarez,2.954,-76.6964,65.26,95,100,1.48,CO,1618902427
russell,32.3502,-85.1999,51.8,87,20,3.18,US,1618902430
constantine,36.365,6.6147,42.8,87,0,2.3,DZ,1618902434
kreminna,49.0495,38.2179,55.67,74,100,13.4,UA,1618902437
comodoro rivadavia,-45.8667,-67.5,57.2,44,0,10.36,AR,1618902288
nador,35.174,-2.9287,59.0,77,0,3.44,MA,1618902444
salisbury,51.0693,-1.7957,39.99,81,0,3.44,GB,1618902448
prainha,-1.8,-53.48,71.6,97,100,1.39,BR,1618902451
bet shemesh,31.7496,34.9888,87.01,34,0,3.44,IL,1618902355
balkanabat,39.5108,54.3671,79.14,29,99,7.74,TM,1618902458
muzaffarabad,34.37,73.4711,76.96,35,100,4.29,PK,1618902409
inirida,3.8653,-67.9239,72.19,94,100,0.25,CO,1618902465
zhezkazgan,47.8043,67.7144,33.8,47,40,31.32,KZ,1618902469
talakan,50.3167,130.3667,45.57,23,0,14.9,RU,1618902475
teguise,29.0605,-13.564,64.4,82,20,13.8,ES,1618902479
carmen,18.6333,-91.8333,76.66,83,49,3.02,MX,1618902424
gidole,5.65,37.3667,67.3,55,37,4.07,ET,1618902486
nurota,40.5614,65.6886,77.0,22,19,13.8,UZ,1618902493
telenesti,47.4997,28.3656,48.0,93,90,8.05,MD,1618902496
deputatskiy,69.3,139.9,18.27,93,100,3.47,RU,1618902500
welkom,-27.9864,26.7066,63.0,61,6,4.0,ZA,1618902503
urucui,-7.2294,-44.5561,71.4,97,100,1.57,BR,1618902507
dixon,38.4455,-121.8233,60.8,67,1,6.91,US,1618902510
talara,-4.5772,-81.2719,71.28,77,81,12.48,PE,1618902514
goderich,43.7501,-81.7165,37.4,75,95,13.8,CA,1618902517
lata,40.1629,-8.3327,60.01,88,97,1.99,PT,1618902521
kahului,20.8947,-156.47,73.4,94,20,9.22,US,1618902524
yar-sale,66.8333,70.8333,24.26,89,28,16.82,RU,1618902528
mindelo,16.8901,-24.9804,69.8,64,75,21.85,CV,1618902531
ulaangom,49.9811,92.0667,52.59,38,94,12.8,MN,1618902535
boueni,-12.9025,45.0761,87.8,66,75,17.27,YT,1618902538
nelson bay,-32.7167,152.15,70.0,43,0,5.75,AU,1618902445
margate,51.3813,1.3862,43.0,90,7,5.39,GB,1618902545
tromso,69.6496,18.957,48.2,53,20,10.36,NO,1618902549
saint-augustin,51.226,-58.6502,37.8,72,100,12.24,CA,1618902552
lima,-12.0432,-77.0282,69.01,88,0,4.61,PE,1618902289
abu samrah,35.3029,37.1841,88.05,19,100,11.25,SY,1618902559
lewistown,40.5992,-77.5714,45.0,89,93,3.87,US,1618902433
mombaca,-5.7431,-39.6275,69.53,96,99,0.18,BR,1618902566
saint anthony,45.0205,-93.218,33.01,64,90,4.61,US,1618902570
port hedland,-20.3167,118.5667,91.4,31,7,11.5,AU,1618902573
kramat,-8.1311,113.4499,85.03,59,23,7.58,ID,1618902577
rabak,13.1809,32.74,101.14,11,62,7.94,SD,1618902580
sakakah,29.9697,40.2064,86.0,12,0,9.06,SA,1618902546
tarata,-17.6167,-66.0167,57.2,77,20,3.44,BO,1618902590
talnakh,69.4865,88.3972,10.98,83,6,4.25,RU,1618902434
sri aman,1.2376,111.4621,89.6,62,20,5.75,MY,1618902601
nome,64.5011,-165.4064,28.4,64,1,14.97,US,1618902604
killybegs,54.6333,-8.45,46.99,96,100,1.01,IE,1618902611
cherrapunji,25.3,91.7,84.2,37,40,2.3,IN,1618902615
turukhansk,65.8167,87.9833,21.94,81,100,7.94,RU,1618902622
ixtapa,20.7,-105.2,66.27,76,28,2.64,MX,1618902625
inongo,-1.95,18.2667,73.45,92,100,9.08,CD,1618902629
ugoofaaru,5.6667,73.0,83.62,69,100,7.65,MV,1618902632
chapais,49.7834,-74.8492,44.6,61,90,8.05,CA,1618902636
yashkul,46.1711,45.3435,64.9,52,100,21.65,RU,1618902639
scarborough,54.2797,-0.4044,50.0,78,98,3.36,GB,1618902643
plouzane,48.3833,-4.6167,46.4,93,100,4.61,FR,1618902646
serebryanyy bor,56.8,124.8,27.82,73,100,8.21,RU,1618902650
vrangel,42.7297,133.0839,50.05,38,0,14.5,RU,1618902653
dunedin,-45.8742,170.5036,55.0,89,100,1.01,NZ,1618902657
nemuro,43.3236,145.575,60.8,44,40,19.57,JP,1618902660
ponta delgada,37.7333,-25.6667,62.6,88,75,10.36,PT,1618902664
lanzhou,36.0564,103.7922,60.8,27,0,8.95,CN,1618902485
guerrero negro,27.9769,-114.0611,60.89,80,100,7.54,MX,1618902671
formosa do rio preto,-11.0483,-45.1931,68.34,94,100,2.26,BR,1618902674
